,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.002094013028591871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001162248595803976,0.0011431691780686378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0011746049795299768,0.0011381976295262576,0.0011746594835072757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0014289453506469727,0.0013726111531257629,0.0010667617270722985,0.0012198704838752746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.001979816272854805,0.001880849878489971,0.0012397868752479554,0.0012036789506673813,0.0014695699729025363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0030728418052196503,0.002935006484389305,0.0019790222018957137,0.001714906845986843,0.00157926936596632,0.0019569476172327997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0042750576913356785,0.004124522489309311,0.0030307976484298706,0.0025250671714544294,0.002016177220642567,0.0018649272695183754,0.0022142287224531172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.004834523940086365,0.004697077125310898,0.0035736008644104006,0.0029783457934856416,0.002285573387145996,0.0018508997812867166,0.0020320637673139573,0.002273064588010311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00588428897857666,0.0057736109495162965,0.004745765852928162,0.0040485765695571895,0.003069702172279358,0.002154236598312855,0.002131445024907589,0.002272627566754818,0.002718091747164726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.006530059826374054,0.0064431709289550785,0.00558204630613327,0.00489544141292572,0.003828716027736664,0.002610704779624939,0.0024108025044202804,0.0024709405571222303,0.0027559040248394014,0.003442393210530281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.007094200527667999,0.007024437999725342,0.006365412354469299,0.005760889399051667,0.004749857950210571,0.003371741980314255,0.0029848156213760375,0.002962353676557541,0.0030978317886590956,0.003537913519144058,0.004873488587141037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.007407333171367645,0.007351857352256775,0.006813437759876252,0.006300086879730224,0.00539887592792511,0.004100504225492478,0.0036483019173145295,0.0035732977747917173,0.003600016885995865,0.0038567149579524992,0.004751619440317154,0.0054913169384002685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.007729730010032654,0.007687049782276153,0.00718131947517395,0.006718150734901428,0.005903795194625854,0.004724710714817047,0.004261868345737457,0.00415060642361641,0.004093826812505722,0.004204622262716293,0.004767717254161835,0.005248024415969848,0.005784362387657165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.008058774638175965,0.0080351846575737,0.007552764809131622,0.007133535516262055,0.006397824382781982,0.0053537676692008975,0.004924099338054657,0.004801649749279022,0.004697612917423248,0.00470368224978447,0.005006665301322937,0.0052637621998786925,0.0055751039862632756,0.006001022052764892,0.0,0.0,0.0,0.0,0.0,0.0
14,0.008471821928024292,0.008473023390769958,0.008002345418930053,0.007611354732513427,0.006947490227222443,0.006035877752304077,0.005642824387550354,0.0055206009626388546,0.0053856085896492,0.0053275673508644105,0.005480468535423279,0.00557340179681778,0.005693593037128448,0.0058397306561470035,0.006193804097175598,0.0,0.0,0.0,0.0,0.0
15,0.008740342700481414,0.008747879934310913,0.008308547961711883,0.007940969038009643,0.007319344401359558,0.006475214195251465,0.0061085293889045714,0.005991846060752868,0.005843279933929443,0.005774943935871124,0.005872195482254029,0.005870190393924713,0.0058733696103096,0.0058324502348899845,0.005886446273326874,0.0061431346654891965,0.0,0.0,0.0,0.0
16,0.008899852347373963,0.008892358314990998,0.008574876356124878,0.008245391607284545,0.007693265104293823,0.006889295840263367,0.006535798990726471,0.006430126810073852,0.00628219803571701,0.006228593051433563,0.006332120251655578,0.006280028760433197,0.00620908499956131,0.006027660608291626,0.005822631871700287,0.005883040499687195,0.006246862614154815,0.0,0.0,0.0
17,0.009107708883285522,0.009063947153091431,0.008876952195167542,0.008578718793392181,0.008098485243320465,0.007342018210887909,0.0070121740102767945,0.006931009197235108,0.006801860988140106,0.00678372585773468,0.006926064085960388,0.006854492127895355,0.006743651616573334,0.006477171754837036,0.006079361724853516,0.00595662647485733,0.005992685985565185,0.0061601803660392765,0.0,0.0
18,0.009263269186019897,0.009208904564380645,0.00911539499759674,0.008823727226257324,0.008363504993915558,0.007604881465435028,0.007279163658618927,0.007211572396755218,0.007099806118011475,0.007114794981479645,0.0072857261300086976,0.0072059021353721615,0.007070619750022888,0.006744541811943054,0.006212601983547211,0.005956124293804169,0.005768762087821961,0.005665590035915375,0.005806109011173248,0.0
19,0.009564523839950562,0.009508972811698914,0.009520066499710083,0.009221062755584717,0.008728045225143432,0.007912270629405976,0.00756359133720398,0.007500670385360717,0.00739192396402359,0.00742413238286972,0.007607872533798218,0.007523236894607544,0.007373458600044251,0.007011616683006287,0.006392969191074372,0.006036054718494415,0.005675244653224945,0.005315012061595917,0.005414752078056336,0.005383610308170319
